id;accession_number;artist;artistRole;artistId;title;dateText;medium;creditLine;year;acquisitionYear;dimensions;width;height;depth;units;inscription;thumbnailCopyright;thumbnailUrl;url
46008;D18655;Turner, Joseph Mallord William;artist;558;River Scenes;c.1825;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1825;1856;support: 114 x 188 mm;114;188;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/c23bdab530aa64998397d4b0d9d197c1;http://www.tate.org.uk/art/artworks/turner-river-scenes-d18655
23262;T08189;More, Jacob;artist;384;Tivoli, Cascatelle;1778;Graphite and watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;1778;1996;support: 363 x 506 mm;363;506;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/d2062ccae57e051b0d4328a7fedbfdac;http://www.tate.org.uk/art/artworks/more-tivoli-cascatelle-t08189
8159;N02734;Knight, John Baverstock;artist;313;Tievebulliagh from Knocknacarry;date not known;Ink and watercolour on paper;Presented by the Rev. Alfred Pontifex 1910;;1910;support: 143 x 219 mm;143;219;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/dabfde6540d95a77666c74af3a1d301d;http://www.tate.org.uk/art/artworks/knight-tievebulliagh-from-knocknacarry-n02734
95041;T12489;Wilson, Richard;artist;10956;Watertable;1994;2 works on paper, watercolour, ink, graphite and crayon;Purchased 2007;1994;2007;support, each: 322 x 253 mm frame: 437 x 672 x 37 mm;;;;;;© Richard Wilson;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/d04fbbd5692f1a3e2eb79592e8580ce7;http://www.tate.org.uk/art/artworks/wilson-watertable-t12489
81172;T12582;Dzama, Marcel;artist;6860;Untitled;2002;Ink and watercolour on paper;Presented by the American Fund for the Tate Gallery, courtesy of the American Acquisitions Committee 2005, accessioned 2008;2002;2008;350 x 280 mm;;;;;;© Marcel Dzama, courtesy of David Zwirner, New York;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/c1d1be8418637b2776545e2f454ce4c7;http://www.tate.org.uk/art/artworks/dzama-untitled-t12582
46920;D19567;Turner, Joseph Mallord William;artist;558;Sketch Map of Mosel between Trier (Trèves) and Traben-Trarbach;1824;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1824;1856;support: 118 x 78 mm;118;78;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/67e83d58029ed2b8a8a56f8e6134871e;http://www.tate.org.uk/art/artworks/turner-sketch-map-of-mosel-between-trier-treves-and-traben-trarbach-d19567
52161;D24824;Turner, Joseph Mallord William;artist;558;Sunrise over Plain, with Figures;c.1830;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1830;1856;support: 141 x 189 mm;141;189;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3363e9ed6682b32e91a308aa7608c4b5;http://www.tate.org.uk/art/artworks/turner-sunrise-over-plain-with-figures-d24824
52517;D25180;Turner, Joseph Mallord William;artist;558;Landscape, with Trees;c.1820–30;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1820;1856;support: 362 x 510 mm;362;510;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/9507b034d87d2b52af84ea43f201a850;http://www.tate.org.uk/art/artworks/turner-landscape-with-trees-d25180
62348;D35220;Turner, Joseph Mallord William;artist;558;River and Hills;1844;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1844;1856;support: 228 x 326 mm;228;326;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/842dfd08d43ae0f6a51e949ee81c13e9;http://www.tate.org.uk/art/artworks/turner-river-and-hills-d35220
44562;D17206;Turner, Joseph Mallord William;artist;558;Hylton Castle;c.1817;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1817;1856;support: 306 x 483 mm;306;483;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3c226d354902a2be414a43a70d272d9b;http://www.tate.org.uk/art/artworks/turner-hylton-castle-d17206
54845;D27518;Turner, Joseph Mallord William;artist;558;Study for ‘St Maurice’, Rogers’s ‘Italy’;c.1826–7;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1826;1856;support: 200 x 248 mm;200;248;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/306d466ed6651e5cb2816e1ec8e532a9;http://www.tate.org.uk/art/artworks/turner-study-for-st-maurice-rogerss-italy-d27518
62578;D35457;Turner, Joseph Mallord William;artist;558;A Carriage and Mounted Figures Passing under Arches;1845;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1845;1856;support: 230 x 329 mm;230;329;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/b050406b9cd078502977332162dbd48a;http://www.tate.org.uk/art/artworks/turner-a-carriage-and-mounted-figures-passing-under-arches-d35457
22429;T08228;Constable, John;artist;108;Landscape in the Lake District;date not known;Graphite and watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1996;support: 91 x 120 mm;91;120;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/c54bfdefd352f65bc9d1298de85c9bd5;http://www.tate.org.uk/art/artworks/constable-landscape-in-the-lake-district-t08228
25741;T11395;Francia, François Louis Thomas;artist;2565;[title not known];date not known;Etching and watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;image: 95 x 158 mm;95;158;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/f363a1fac437d51b78e0870a158f2708;http://www.tate.org.uk/art/artworks/francia-title-not-known-t11395
47638;D20286;Turner, Joseph Mallord William;artist;558;Cliffs and Cornfields by the Meuse with Poilvache in the Distance;c.1839;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1839;1856;support: 141 x 188 mm;141;188;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/2b1f4264e06b8333c4425414ed234693;http://www.tate.org.uk/art/artworks/turner-cliffs-and-cornfields-by-the-meuse-with-poilvache-in-the-distance-d20286
47614;D20262;Turner, Joseph Mallord William;artist;558;Rocks on the Meuse at Marche-les-Dames;c.1839;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1839;1856;support: 137 x 189 mm;137;189;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/de0b42b27b7b61092cd9e35d58f7ad3b;http://www.tate.org.uk/art/artworks/turner-rocks-on-the-meuse-at-marche-les-dames-d20262
47639;D20287;Turner, Joseph Mallord William;artist;558;Town, from the Suburbs;c.1826;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1826;1856;support: 139 x 190 mm;139;190;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/783794bb7612a92127789b905938ccde;http://www.tate.org.uk/art/artworks/turner-town-from-the-suburbs-d20287
50026;D22689;Turner, Joseph Mallord William;artist;558;The Backgammon Players;1827;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1827;1856;support: 141 x 192 mm;141;192;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/4665d2125162e5a3022a733836a94db2;http://www.tate.org.uk/art/artworks/turner-the-backgammon-players-d22689
56226;D28954;Turner, Joseph Mallord William;artist;558;Castle on Rock;c.1834;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1834;1856;support: 143 x 189 mm;143;189;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/aac1ae154f841e7dac53cb56c8e9b941;http://www.tate.org.uk/art/artworks/turner-castle-on-rock-d28954
60715;D33544;Turner, Joseph Mallord William;artist;558;Fribourg: Morning;c.1841;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1841;1856;support: 235 x 335 mm;235;335;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/11aa43689bf46b6f82ff0dc0d1eed9f6;http://www.tate.org.uk/art/artworks/turner-fribourg-morning-d33544
63060;D35972;Turner, Joseph Mallord William;artist;558;A Coach Passing through ?the Pass of Faïdo;c.1842–3;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1842;1856;support: 243 x 301 mm;243;301;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/2386fffa1423d6f1587fc8e7607d6f4e;http://www.tate.org.uk/art/artworks/turner-a-coach-passing-through-the-pass-of-faido-d35972
5592;T00723;Grant, Duncan;artist;1203;The Tub;c.1913;Watercolour and wax on paper on canvas;Presented by the Trustees of the Chantrey Bequest 1965;1913;1965;support: 762 x 559 mm;762;559;;mm;date inscribed;© The estate of Duncan Grant;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3065ca5ae614935661274d31854d31da;http://www.tate.org.uk/art/artworks/grant-the-tub-t00723
28587;D01178;Turner, Joseph Mallord William;artist;558;Study of Kit’s Coty House Dolmen;1796–7;Gouache, graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1796;1856;support: 93 x 113 mm;93;113;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/f7c2faaf8fd210534884e36578021a33;http://www.tate.org.uk/art/artworks/turner-study-of-kits-coty-house-dolmen-d01178
12228;T03092;Pringle, John Quinton;artist;1799;Bosham;1903;Watercolour on paper;Presented by Mrs Jean Vance Baxter 1980;1903;1980;support: 289 x 337 mm;289;337;;mm;date inscribed;;;http://www.tate.org.uk/art/artworks/pringle-bosham-t03092
8684;T01006;Lewis, John Frederick;artist;350;Head of a Lion;1824;Watercolour on paper;Presented by the Art Fund (Herbert Powell Bequest) 1967;1824;1967;support: 343 x 260 mm;343;260;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/1f1f6863f448d41cbeb5402abaf259f1;http://www.tate.org.uk/art/artworks/lewis-head-of-a-lion-t01006
35545;D08156;Turner, Joseph Mallord William;artist;558;Mill near the Grand Chartreuse;c.1812–15;Watercolour on paper;Bequeathed by Henry Vaughan 1900;1812;1856;support: 232 x 342 mm;232;342;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/42d07445e52c285034340f4b7dfc3d0e;http://www.tate.org.uk/art/artworks/turner-mill-near-the-grand-chartreuse-d08156
63428;D36343;Dayes, Edward;artist;143;View of Hastings from the West;date not known;Gouache, graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;;1856;support: 282 x 350 mm;282;350;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/283c82f4da725f7d8d49d70523ec12c9;http://www.tate.org.uk/art/artworks/dayes-view-of-hastings-from-the-west-d36343
45256;D17901;Turner, Joseph Mallord William;artist;558;Study of Sky;c.1823–4;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1823;1856;support: 103 x 167 mm;103;167;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/66358c75aa2cff9458567fb9c04df76c;http://www.tate.org.uk/art/artworks/turner-study-of-sky-d17901
46193;D18840;Turner, Joseph Mallord William;artist;558;River Scene, with Bridge in Middle Distance;c.1825;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1825;1856;support: 113 x 187 mm;113;187;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3dc94b0b7d1a09992b3730634d8d69f9;http://www.tate.org.uk/art/artworks/turner-river-scene-with-bridge-in-middle-distance-d18840
45987;D18634;Turner, Joseph Mallord William;artist;558;Sailing Boat on River;c.1825;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1825;1856;support: 114 x 188 mm;114;188;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/7d45ee0a818da6c84e03ddb044c85ec1;http://www.tate.org.uk/art/artworks/turner-sailing-boat-on-river-d18634
48146;D20803;Turner, Joseph Mallord William;artist;558;A Mountain Stream;c.1827;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1827;1856;support: 110 x 185 mm;110;185;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/b847f5a51cd43104d65a7556bf0701b5;http://www.tate.org.uk/art/artworks/turner-a-mountain-stream-d20803
42609;D15253;Turner, Joseph Mallord William;artist;558;Churches and Roofs of an Italian Town;1819;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1819;1856;;;;;;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/e7ab39576457235cd93f382fcb8ebe38;http://www.tate.org.uk/art/artworks/turner-churches-and-roofs-of-an-italian-town-d15253
28301;D00889;Turner, Joseph Mallord William;artist;558;"A Two-Masted Sailing Ship Seen from the Shore; a Groyne in the Foreground";1796–7;Gouache, graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1796;1856;support: 201 x 271 mm;201;271;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/7ce0d4d521694f21ea7960732cce4078;http://www.tate.org.uk/art/artworks/turner-a-two-masted-sailing-ship-seen-from-the-shore-a-groyne-in-the-foreground-d00889
54923;D27596;Turner, Joseph Mallord William;artist;558;Fiery Sunset off the Coast;c.1841–5;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1841;1856;support: 185 x 230 mm;185;230;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/e85fd4001c3435d12e54fad24c04cc74;http://www.tate.org.uk/art/artworks/turner-fiery-sunset-off-the-coast-d27596
52777;D25440;Turner, Joseph Mallord William;artist;558;River Scene;c.1820–30;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1820;1856;support: 141 x 226 mm;141;226;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/76da4d8951a0e776ef565f25447c791b;http://www.tate.org.uk/art/artworks/turner-river-scene-d25440
22796;T08886;Moore, T.;artist;2551;Amberley Castle, Sussex, after Edward Dayes;1790;Watercolour and ink on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;1790;1997;support: 237 x 390 mm;237;390;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/8448deb9bc0435d839f8b1afe9135e60;http://www.tate.org.uk/art/artworks/moore-amberley-castle-sussex-after-edward-dayes-t08886
25732;T11386;Francia, François Louis Thomas;artist;2565;[title not known];date not known;Etching and watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;image: 191 x 252 mm;191;252;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/5b8d797f3d3351a5fb8f1a0d151edcbf;http://www.tate.org.uk/art/artworks/francia-title-not-known-t11386
43719;D16363;Turner, Joseph Mallord William;artist;558;The So-Called Temple of Minerva Medica and the Porta San Lorenzo, Rome, at Sunset;1819;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1819;1856;support: 228 x 367 mm;228;367;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/13711c563bda6d750e7280a345fe7439;http://www.tate.org.uk/art/artworks/turner-the-so-called-temple-of-minerva-medica-and-the-porta-san-lorenzo-rome-at-sunset-d16363
52571;D25234;Turner, Joseph Mallord William;artist;558;On the Sea Shore;c.1820–30;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1820;1856;support: 306 x 487 mm;306;487;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/e22a0a95fe4f16672cc0b43ec83da911;http://www.tate.org.uk/art/artworks/turner-on-the-sea-shore-d25234
54911;D27584;Turner, Joseph Mallord William;artist;558;"Vignette Study, possibly of a Conflagration; for Campbell’s ‘Poetical Works’";c.1835–36;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1835;1856;support: 179 x 227 mm;179;227;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/abb70206a581612baf91e121b6296479;http://www.tate.org.uk/art/artworks/turner-vignette-study-possibly-of-a-conflagration-for-campbells-poetical-works-d27584
12783;N03060;Rossetti, Dante Gabriel;artist;461;The Chapel before the Lists;1857–64;Watercolour on paper;Purchased with assistance from Sir Arthur Du Cros Bt and Sir Otto Beit KCMG through the Art Fund 1916;1857;1916;support: 400 x 419 mm;400;419;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/321e2ac29c422f84bdfad02213de35ac;http://www.tate.org.uk/art/artworks/rossetti-the-chapel-before-the-lists-n03060
22634;T09545;Cozens, Alexander;manner of;118;Large Landscape Composition with Dead Tree on the Left;date not known;Graphite, watercolour and ink on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;support: 363 x 521 mm;363;521;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/000111dee0dc7e14150b0588fd7dbf73;http://www.tate.org.uk/art/artworks/cozens-large-landscape-composition-with-dead-tree-on-the-left-t09545
774;N05680;Bawden, Edward;artist;707;Gubba: Panorama of the Town;1941;Graphite, ink and watercolour on paper;Presented by the War Artists Advisory Committee 1946;1941;1946;support: 381 x 978 mm;381;978;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/754966859d1fbb367422589a28264c53;http://www.tate.org.uk/art/artworks/bawden-gubba-panorama-of-the-town-n05680
62932;D35844;Turner, Joseph Mallord William;artist;558;Mountains beside Lake;after c.1830;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1830;1856;support: 245 x 301 mm;245;301;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/5ca3a7068209a606f1299f64b2e631ed;http://www.tate.org.uk/art/artworks/turner-mountains-beside-lake-d35844
13618;N01709;Smythe, Lionel Percy;artist;510;Germinal;1889;Watercolour on paper;Presented by the Trustees of the Chantrey Bequest 1889;1889;1889;support: 584 x 445 mm;584;445;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/243e53d126645444164d3ac0316e8297;http://www.tate.org.uk/art/artworks/smythe-germinal-n01709
59466;D32249;Turner, Joseph Mallord William;artist;558;The Salute: Evening;c.1839;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1839;1856;support: 148 x 218 mm;148;218;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/d571937f27218c73e93e4b2c56762e05;http://www.tate.org.uk/art/artworks/turner-the-salute-evening-d32249
62998;D35910;Turner, Joseph Mallord William;artist;558;Stormy Black Sky over Yellow Sands;c.1840;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1840;1856;support: 224 x 281 mm;224;281;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/46770555b48c1a1a682d78d7d1a43304;http://www.tate.org.uk/art/artworks/turner-stormy-black-sky-over-yellow-sands-d35910
51985;D24648;Turner, Joseph Mallord William;artist;558;Le Havre: The Quayside close to the Tour de François Ier;c.1832;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1832;1856;support: 149 x 191 mm;149;191;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/4a00c192295de12710ab4874891a0018;http://www.tate.org.uk/art/artworks/turner-le-havre-the-quayside-close-to-the-tour-de-francois-ier-d24648
23727;T10059;Stothard, Thomas;artist;531;A Tailpiece, Quiver, Bow and Horn. Vignette to Mosely’s ‘History of Archery’;date not known;Graphite, ink and watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;;1997;support: 48 x 107 mm;48;107;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/52c8dad044895b5063d74d318a157a1d;http://www.tate.org.uk/art/artworks/stothard-a-tailpiece-quiver-bow-and-horn-vignette-to-moselys-history-of-archery-t10059
23577;T08511;Smith, John `Warwick';artist;508;[24] Crater [of Vesuvius];1778;Graphite and watercolour on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;1778;1997;support: 245 x 379 mm;245;379;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/cb5c6fd5839177baeee92b8c09fdb019;http://www.tate.org.uk/art/artworks/smith-24-crater-of-vesuvius-t08511
46906;D19553;Turner, Joseph Mallord William;artist;558;Sketch Map of the Meuse between Sedan and Fumay;1824;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1824;1856;support: 118 x 78 mm;118;78;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/ce73c421076ab3a92c0e045314a9052f;http://www.tate.org.uk/art/artworks/turner-sketch-map-of-the-meuse-between-sedan-and-fumay-d19553
52087;D24750;Turner, Joseph Mallord William;artist;558;Boats on the Loire, Possibly near Ingrandes;c.1826–8;Watercolour and gouache and pen and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1826;1856;support: 140 x 195 mm;140;195;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/328834e7d0351413d12471a893a8ea57;http://www.tate.org.uk/art/artworks/turner-boats-on-the-loire-possibly-near-ingrandes-d24750
51983;D24646;Turner, Joseph Mallord William;artist;558;Shoal on the Seine, with an Approaching Steamer;c.1832;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1832;1856;support: 139 x 190 mm;139;190;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/afc86a3dcebc67c3fde6382d1b69440c;http://www.tate.org.uk/art/artworks/turner-shoal-on-the-seine-with-an-approaching-steamer-d24646
51941;D24604;Turner, Joseph Mallord William;artist;558;Paris: Place de la Concorde;c.1833;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1833;1856;support: 139 x 194 mm;139;194;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/8965838076c98e189f06e7d16beba288;http://www.tate.org.uk/art/artworks/turner-paris-place-de-la-concorde-d24604
14404;A00897;Townroe, Reuben;artist;554;[title not known];c.1858;Watercolour on paper;Purchased 1905;1858;1905;;;;;;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/6e1973d34b77353bb7ef901a061f044e;http://www.tate.org.uk/art/artworks/townroe-title-not-known-a00897
62515;D35388;Turner, Joseph Mallord William;artist;558;Two Boats at Sea, ?near Wimereux;1845;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1845;1856;support: 238 x 337 mm;238;337;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/24943a752778febd2102a2391a8bdd2e;http://www.tate.org.uk/art/artworks/turner-two-boats-at-sea-near-wimereux-d35388
62962;D35874;Turner, Joseph Mallord William;artist;558;A Stormy Sky;?1840–5;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1840;1856;support: 243 x 308 mm;243;308;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/194d32df02337f345ecce9359714aa43;http://www.tate.org.uk/art/artworks/turner-a-stormy-sky-d35874
23065;T09036;Inchbold, John William;artist;293;Lugano (a Pillar in the Foreground);1861;Graphite, watercolour and gouache on paper;Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996;1861;1997;support: 178 x 254 mm;178;254;;mm;date inscribed;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/8c94e2c670dd98174e003edb07b2aba8;http://www.tate.org.uk/art/artworks/inchbold-lugano-a-pillar-in-the-foreground-t09036
5360;T01099;Ginner, Charles;artist;1175;Study for ‘Flask Walk, Hampstead, on Coronation Day’;1937;Graphite, watercolour and ink on paper;Presented by the Friends of the Tate Gallery 1968;1937;1968;unconfirmed: 445 x 315 mm;445;315;;mm;;© reserved;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/9e090671340d326980a77b18a63c85a9;http://www.tate.org.uk/art/artworks/ginner-study-for-flask-walk-hampstead-on-coronation-day-t01099
99339;T12636;Roberts, William;artist;1855;Study for ‘Guarding the Masterpiece’;1978;Graphite and watercolour on paper;Accepted by HM Government in lieu of inheritance tax and allocated to Tate 2007;1978;2008;support: 133 x 178 mm;133;178;;mm;;© The estate of William Roberts;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a89c497493412ffbbae080089761c3fe;http://www.tate.org.uk/art/artworks/roberts-study-for-guarding-the-masterpiece-t12636
62602;D35484;Turner, Joseph Mallord William;artist;558;Grand Interior with Coffered Ceilings ?at the Château d’Eu;1845;Graphite, gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1845;1856;support: 232 x 332 mm;232;332;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/99a395e358d5f6a1fba55b859d29b11a;http://www.tate.org.uk/art/artworks/turner-grand-interior-with-coffered-ceilings-at-the-chateau-deu-d35484
63374;D36288;Turner, Joseph Mallord William;artist;558;Grey Clouds over the Sea;c.1835–40;Gouache and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1835;1856;support: 192 x 282 mm;192;282;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/af108fe351b6e1c1c722feded8f2d71a;http://www.tate.org.uk/art/artworks/turner-grey-clouds-over-the-sea-d36288
63581;D36496;Turner, Joseph Mallord William;artist;558;At Terracina;c.1794–8;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1794;1856;;;;;;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/02f326f2e865aff836f976322d3e7dcb;http://www.tate.org.uk/art/artworks/turner-girtin-at-terracina-d36496
52606;D25269;Turner, Joseph Mallord William;artist;558;A Lay In;c.1820–30;Watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1820;1856;support: 315 x 488 mm;315;488;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/2fe9334d6a35100371fb66d3606f8389;http://www.tate.org.uk/art/artworks/turner-a-lay-in-d25269
54947;D27620;Turner, Joseph Mallord William;artist;558;Study for ‘The Forum’, Rogers’s ‘Italy’;c.1826–7;Graphite and watercolour on paper;Accepted by the nation as part of the Turner Bequest 1856;1826;1856;support: 169 x 240 mm;169;240;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/1d0aafb57c441e9aba9157b8d267e083;http://www.tate.org.uk/art/artworks/turner-study-for-the-forum-rogerss-italy-d27620
3844;N03483;De Wint, Peter;artist;148;Cornfield, Ivinghoe, Buckinghamshire;date not known;Watercolour on paper;Bequeathed by John Henderson 1879;;1879;support: 298 x 451 mm;298;451;;mm;;;https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/8a58942cbce98c9c28044673a5a4b4fa;http://www.tate.org.uk/art/artworks/de-wint-cornfield-ivinghoe-buckinghamshire-n03483
